id;vorname;nachname;alter
998;Melanie;Jena;22
999;Dawn;Jacinda;23
1000;Cissiee;Georgy;37
1001;Cindelyn;Parsaye;16
1002;Ilse;Carmena;71
1003;Reeba;Hessler;60
1004;Brooks;Emmaline;25
1005;Talya;Wallis;60
1006;Anica;Japeth;30
1007;Lacie;Gregrory;33
1008;Dyann;Borrell;76
1009;Merci;Swanhildas;81
1010;Zaria;Macey;99
1011;Ninnetta;Turne;86
1012;Sam;Edee;22
1013;Dacia;Mata;89
1014;Donetta;Bendick;30
1015;Tomasina;Madelene;20
1016;Brooks;Rad;77
1017;Janis;Ortrude;46
1018;Atlanta;Laverne;5
1019;Judy;Belanger;60
1020;Caressa;Naor;100
1021;Millie;Pond;50
1022;Lexine;Llovera;67
1023;Alameda;Malina;8
1024;Cecile;Valoniah;3
1025;Barbi;Radu;8
1026;Aigneis;Daveta;66
1027;Odessa;Cullin;54
1028;Alejandra;Delila;64
1029;Rosabelle;Herrera;36
1030;Mahalia;Bandeen;89
1031;Vonny;Toffic;20
1032;Fayre;Gilmour;82
1033;Rubie;Klemperer;41
1034;Jasmina;Kenwood;10
1035;Fanny;Chrystel;86
1036;Pollyanna;Fredi;98
1037;Dulcinea;Ardeha;98
1038;Paola;Pitt;46
1039;Cassondra;Wadell;46
1040;Rani;Ludewig;56
1041;Letizia;Barney;51
1042;Annecorinne;Joli;73
1043;Frances;Dash;45
1044;Katleen;Lane;50
1045;Deedee;Anton;62
1046;Lucille;Knowling;50
1047;Romona;Pernick;43
1048;Gwenneth;Oster;60
1049;Mignon;Alisia;50
1050;Lorenza;Schonfeld;6
1051;Zaria;Leffen;18
1052;Camile;Luhe;78
1053;Britte;Pearse;96
1054;Marika;Engdahl;80
1055;Moyna;Zamora;70
1056;Alameda;Bonucci;14
1057;Vivia;Vastah;75
1058;Agnese;Eiser;99
1059;Kimmy;Rurik;36
1060;Rivalee;Auberbach;21
1061;Pearline;Shirberg;6
1062;Aeriela;Othilia;54
1063;Lolita;Primalia;61
1064;Kary;Dannye;66
1065;Ottilie;Fleeta;93
1066;Rozele;Japeth;50
1067;Alleen;Berl;74
1068;Luci;Rodmann;81
1069;Annecorinne;Federica;55
1070;Gale;Loeb;13
1071;Maud;Eachern;94
1072;Ofilia;Salchunas;76
1073;Celene;Infield;18
1074;Gui;Dannye;77
1075;Fanchon;Fax;67
1076;Marti;Gwenore;79
1077;Gloria;Nickola;73
1078;Cindelyn;Linskey;32
1079;Valeda;Cosenza;62
1080;Kore;Cherianne;17
1081;Nariko;Hebner;19
1082;Lucy;Aaberg;92
1083;Lanae;Loring;100
1084;Fayre;Tatianas;69
1085;Dawn;Rebecka;84
1086;Kirbee;Franza;32
1087;Sara-Ann;Winthorpe;17
1088;Adore;Hessler;54
1089;Charlena;Atcliffe;28
1090;Daphne;Tryck;89
1091;Ida;Timon;51
1092;Emylee;Brackely;1
1093;Bibby;Dominy;90
1094;Paola;Elvyn;51
1095;Ayn;Ophelia;90
1096;Anica;Berne;20
1097;Babita;Ivens;66
1098;Gusty;Frodi;74
1099;Florencia;Wind;23
1100;Sara-Ann;Sophronia;33
1101;Doro;Pacorro;89
1102;Roz;Orelee;77
1103;Cordi;Jehu;69
1104;Kate;Niles;34
1105;Tonia;Goode;98
1106;Angelique;Salchunas;41
1107;Jemie;Fitzsimmons;78
1108;Carlie;Tengdin;90
1109;Anestassia;Cloris;54
1110;Amara;Juliet;78
1111;Oralee;Edmund;86
1112;Elora;Berriman;11
1113;Sharai;Rogerio;94
1114;Emilia;Parette;93
1115;Gilda;Zola;83
1116;Berta;Norvol;98
1117;Ariela;Dreda;77
1118;Larine;Clywd;31
1119;Karly;Bertold;74
1120;Paule;Warthman;78
1121;Kalina;Bord;6
1122;Yolane;Frendel;38
1123;Sabina;Silvan;8
1124;Annecorinne;Liebermann;100
1125;Selma;Ricarda;1
1126;Rivalee;Behre;79
1127;Donnie;Bonucci;38
1128;Queenie;Concha;12
1129;Gilda;Sigfrid;19
1130;Maud;Creamer;96
1131;Gerianna;Amadas;77
1132;Jasmina;Giff;98
1133;Ginnie;Abram;47
1134;Brianna;Serilda;43
1135;Jolyn;Mendez;57
1136;Berget;Knowling;95
1137;Catrina;Tufts;16
1138;Charmaine;Gombach;60
1139;Vonny;Gherardo;74
1140;Shel;Dowski;58
1141;Noelle;Timon;55
1142;Marita;Ellord;57
1143;Jaclyn;Carey;37
1144;Joy;Rosemary;86
1145;Tiffie;Yoko;84
1146;Jemie;Wyn;33
1147;Gwyneth;Baudin;6
1148;Judy;Laurianne;52
1149;Sandie;Santoro;59
1150;Felice;Brunell;75
1151;Berget;Bluh;45
1152;Kore;Fredi;3
1153;Aurelie;Modie;80
1154;Dawn;Marsden;35
1155;Corina;Lamoree;56
1156;Robinia;Frodi;88
1157;Luci;Salchunas;35
1158;Daune;Stephie;45
1159;Elmira;Lasley;52
1160;Asia;Nickola;92
1161;Nita;Creamer;24
1162;Veda;Amadas;29
1163;Feliza;Nunci;72
1164;Kirstin;Gibbeon;52
1165;Dacia;Ardra;43
1166;Selia;Mott;9
1167;Ilse;Nahum;61
1168;Starla;Penelopa;87
1169;Lusa;Autrey;46
1170;Chandra;Mullane;57
1171;Johna;Trey;51
1172;Tamqrah;Jerold;2
1173;Zsa Zsa;Bebe;8
1174;Elbertina;Anis;43
1175;Arlena;Lumbard;95
1176;Libbie;Pearse;91
1177;Atlanta;Wiener;85
1178;Jobi;Slifka;2
1179;Monika;Clarissa;66
1180;Jaime;Erb;87
1181;Keelia;Hourigan;9
1182;Jordan;Janene;58
1183;Dorice;Mott;87
1184;Jolyn;Lutero;52
1185;Suzette;Doig;91
1186;Pierette;Ochs;40
1187;Ursulina;Talia;27
1188;Candi;Arathorn;18
1189;Alexine;Goerke;55
1190;Dulce;Rossner;46
1191;Roseline;Peonir;74
1192;Ernesta;Hashim;97
1193;Tobe;Bergman;24
1194;Belva;Even;4
1195;Aili;Arley;1
1196;Margalo;Carvey;39
1197;Elie;Skurnik;91
1198;Oralee;Diann;35
1199;Ofilia;Allys;91
1200;Adriana;Dorothy;34
1201;Dari;Skell;97
1202;Cathie;Leifeste;3
1203;Lolita;Lumbard;22
1204;Ottilie;Donoghue;77
1205;Agathe;Tristram;98
1206;Maurene;Whiffen;53
1207;Lila;Ochs;22
1208;Dode;Tengdin;9
1209;Sibella;Anastatius;36
1210;Linzy;Cosenza;89
1211;Arlena;Maisey;6
1212;Carmencita;Dash;96
1213;Corry;Brodench;91
1214;Lita;Jena;90
1215;Micheline;Wenoa;76
1216;Raquela;Jorgan;89
1217;Nanete;Afton;7
1218;Cristabel;Laverne;15
1219;Krystle;Cottle;23
1220;Alejandra;Belldas;84
1221;Felice;Bevin;18
1222;Lenna;Jenness;50
1223;Albertina;Whittaker;78
1224;Susan;Palocz;99
1225;Larine;Schlosser;31
1226;Darci;Karna;17
1227;Abbie;Havens;97
1228;Rosabelle;Raama;29
1229;Aimil;Brieta;37
1230;Tobe;Allina;67
1231;Elena;Colleen;12
1232;Hermione;Zeeba;98
1233;Eve;Berl;60
1234;Edith;Konyn;10
1235;Aigneis;Deegan;69
1236;Ardys;Mandler;5
1237;Tani;Lorain;18
1238;Esmeralda;Quent;100
1239;Jorry;Tillford;39
1240;Dale;Rosemary;68
1241;Xylina;Cullin;35
1242;Allis;Schonfeld;69
1243;Ebonee;Lucienne;9
1244;Fredericka;Oneida;7
1245;Sallie;Malina;1
1246;Jaclyn;Nerita;41
1247;Elena;Waldron;53
1248;Clarice;Rudolph;93
1249;Jacenta;Ramona;9
1250;Corry;Chapland;17
1251;Blinni;Cookie;9
1252;Norine;Sholley;73
1253;Kylynn;Sundin;7
1254;Suzette;Bevin;24
1255;Jaime;Cordi;73
1256;Korrie;Gower;70
1257;Ernesta;Sacken;99
1258;Janenna;Boehike;97
1259;Oralee;Rustice;27
1260;Therine;Phyllis;60
1261;Corry;Kress;67
1262;Emmey;Engdahl;11
1263;Jenilee;Tamar;89
1264;Pierette;Mandler;52
1265;Chrystel;Diogenes;9
1266;Harmonia;Jobi;43
1267;Madalyn;Clie;43
1268;Meg;Amadas;70
1269;Zsa Zsa;Morrill;82
1270;Inga;Annabella;23
1271;Fawne;Gherardo;45
1272;Susan;Delacourt;40
1273;Lorie;Dunkin;39
1274;Sallie;Cutlerr;99
1275;Aurore;Genna;56
1276;Kellen;Maroney;83
1277;Dacia;McClimans;32
1278;Frank;Anastatius;95
1279;Joelly;Ashok;51
1280;Marleah;Alva;71
1281;Kate;Grobe;61
1282;Kamilah;Leler;14
1283;Beatriz;Gwenore;12
1284;Tani;Sprage;97
1285;Sharai;Papageno;68
1286;Charmaine;Baudin;23
1287;Margarette;Lareena;20
1288;Laure;Grobe;47
1289;Roseline;Germann;14
1290;Lita;Wenda;98
1291;Brana;Phyllis;31
1292;Tarra;Karl;72
1293;Almeta;Tillford;99
1294;Corly;Bobbee;23
1295;Lanna;Marijo;50
1296;Audrie;Lane;90
1297;Cacilie;Fairweather;77
1298;Dale;Thad;36
1299;Melisent;Si;59
1300;Margette;Girardo;34
1301;Alyda;Chabot;11
1302;Aigneis;Rogerio;73
1303;Pierette;Bryna;27
1304;Jerry;Klotz;37
1305;Heddie;Weinreb;32
1306;Riannon;Cath;57
1307;Joceline;Marden;27
1308;Anica;Alejoa;97
1309;Leontine;Madox;58
1310;Janenna;Kussell;55
1311;Shandie;Thomasina;29
1312;Lanna;Ephrem;26
1313;Genovera;Philoo;39
1314;Elvira;Burnside;76
1315;Jaclyn;Ball;49
1316;Joane;Rudolph;18
1317;Valli;Markman;77
1318;Benita;Eliathas;79
1319;Winifred;Skurnik;69
1320;Candy;Cecile;96
1321;Ida;Weitman;26
1322;Delilah;Cherianne;1
1323;Fernande;Hanshaw;44
1324;Joceline;Pyle;27
1325;Gusella;Sophronia;65
1326;Alia;Corabella;25
1327;Maud;Penelopa;52
1328;Zia;Natalia;76
1329;Katleen;Poll;26
1330;Bobbi;Olin;94
1331;Pollyanna;Bearnard;13
1332;Dania;Halsey;38
1333;Fidelia;Papageno;86
1334;Bertine;Herrera;97
1335;Dianemarie;Minetta;72
1336;Netty;Leifeste;64
1337;Kylynn;Sperling;68
1338;Henriette;Callista;100
1339;Kore;Philoo;26
1340;Yolane;Carolin;86
1341;Elise;Maroney;83
1342;Robbi;Darrell;50
1343;Monika;An;83
1344;Jinny;Junie;74
1345;Cristine;Kevon;8
1346;Catrina;Leffen;86
1347;Calla;Allina;55
1348;Dale;Ovid;49
1349;Caressa;Etom;14
1350;Therine;Allina;38
1351;Ann-Marie;Bigner;83
1352;Ardeen;Keily;21
1353;Carmela;Kalinda;23
1354;Deane;Geffner;32
1355;Nollie;Oster;81
1356;Mary;Hourigan;1
1357;Ekaterina;Hourigan;19
1358;Edyth;Caitlin;76
1359;Imojean;Hillel;99
1360;Jemie;Tatianas;20
1361;Gilligan;Stilwell;30
1362;Shell;Gwenore;38
1363;Antonietta;Ajay;72
1364;Flory;Nerita;13
1365;Rosene;Joeann;59
1366;Carlie;Caitlin;27
1367;Jolyn;Larochelle;34
1368;Gisela;Diogenes;99
1369;Vanessa;Santoro;49
1370;Deirdre;Ophelia;81
1371;Jemie;Yorick;46
1372;Cacilie;Thomasina;12
1373;Karly;My;70
1374;Sharai;Shields;71
1375;Cherrita;Pacorro;27
1376;Kerrin;Hoban;80
1377;Andeee;Cosenza;31
1378;Dotty;Ivens;11
1379;Elyssa;Gavrila;42
1380;Luci;Publia;25
1381;Magdalena;Brackely;79
1382;Ingrid;Ellord;34
1383;Catharine;Amadas;79
1384;Cissiee;Arquit;70
1385;Judy;Poppy;20
1386;Corly;Timon;37
1387;Gloria;Gherardo;8
1388;Marnia;Stefa;56
1389;Fernande;Marijo;7
1390;Henriette;Alejoa;89
1391;Genovera;Solitta;24
1392;Glynnis;Septima;91
1393;Julieta;Demitria;95
1394;Verla;Cecile;61
1395;Raina;Urania;81
1396;Brooks;Iphlgenia;34
1397;Dorice;Kalinda;54
1398;Jaclyn;Melan;65
1399;Vanessa;Lesley;65
1400;Deane;Fiester;13
1401;Fanny;Dyche;73
1402;Vivia;Lilas;83
1403;Peri;Nicoline;26
1404;Queenie;Dichy;53
1405;Ida;Jenness;38
1406;Arabel;Vale;68
1407;Mureil;Yate;68
1408;Wilma;Garrison;20
1409;Selma;Scammon;85
1410;Nelle;Pascia;60
1411;Caryl;Eckblad;14
1412;Charlena;Suzetta;98
1413;Sharai;Yusuk;24
1414;Florencia;Screens;4
1415;Janis;Selway;62
1416;Briney;Parsaye;59
1417;Gusella;LaRue;50
1418;Tori;Lamoree;91
1419;Tressa;Ailyn;69
1420;Liana;Kenney;92
1421;Marita;Margarete;37
1422;Evita;Manolo;54
1423;Elbertina;Francyne;99
1424;Dulce;Jacobah;47
1425;Leia;Kaete;57
1426;Jinny;Middleton;16
1427;Neila;Gunn;91
1428;Annora;Germann;2
1429;Nikki;Rebecka;76
1430;Jordan;Infield;53
1431;Lucille;Justinn;72
1432;Dacia;Leffen;97
1433;Teddie;Kazimir;65
1434;Mignon;Grobe;29
1435;Helsa;Byrne;47
1436;Patricia;Old;5
1437;Leona;Clarissa;1
1438;Cyb;Othilia;76
1439;Ursulina;Chrystel;61
1440;Carree;Fabiola;71
1441;Marline;Thar;97
1442;Sharlene;Neva;17
1443;Emmey;Jobi;30
1444;Renie;Wyn;57
1445;Grier;Fadiman;30
1446;Netty;Gabrielli;9
1447;Frieda;Stuart;44
1448;Bobbi;Prouty;47
1449;Hettie;Chesna;8
1450;Dominga;Zrike;38
1451;Sashenka;Tyson;43
1452;Betta;Marsden;13
1453;Deedee;Zenas;62
1454;Ida;Fredi;72
1455;Regina;Allina;91
1456;Kittie;Sacken;16
1457;Thalia;Kolnick;99
1458;Lynnea;Holtz;99
1459;Verla;Smitt;54
1460;Nicoli;Moseley;11
1461;Farrah;Presber;74
1462;Sashenka;Kauppi;62
1463;Cassondra;Brackely;11
1464;Kara-Lynn;Jammal;60
1465;Nollie;Brian;86
1466;Fanchon;Emmaline;84
1467;Cyndie;Tippets;12
1468;Lily;Natalia;3
1469;Hyacinthe;Lowry;14
1470;Cyb;Hailee;32
1471;Lanae;Lindemann;69
1472;Jorry;Allare;69
1473;Heida;Sasnett;21
1474;Tami;Stefa;37
1475;Minda;Sasnett;83
1476;Lynde;Syd;34
1477;Lynea;Monk;34
1478;Camile;Abram;70
1479;Margarette;Tybald;90
1480;Luci;Randene;22
1481;Mellicent;Byrne;58
1482;Caressa;Sheng;79
1483;Lily;Thad;33
1484;Hayley;Gillan;40
1485;Estell;Hurley;18
1486;Tomasina;Slifka;89
1487;Harmonia;Fillbert;78
1488;Kellen;Brittani;2
1489;Sissy;Georas;83
1490;Vonny;Hathaway;34
1491;Bernardine;Melony;9
1492;Jerry;Cookie;28
1493;Karolina;Duwalt;31
1494;Winny;Alrich;33
1495;Verla;Ilka;100
1496;Stevana;Melan;86
1497;Malina;Docilla;35
1498;Sheree;Voletta;10
1499;Lelah;Carmena;94
1500;Jackie;Rhu;85
1501;Mahalia;Boehike;71
1502;Lyssa;Lucienne;87
1503;Claudina;Douglass;73
1504;Marti;Fry;54
1505;Edyth;Primalia;79
1506;Bernardine;Kermit;5
1507;Blondelle;Chem;33
1508;Ulrike;Meli;59
1509;Lyssa;Neva;29
1510;Selma;Thomasina;21
1511;Edee;Frodi;62
1512;Ardys;Byrne;33
1513;Jinny;Cohdwell;8
1514;Kellen;Schenck;1
1515;Katharina;Hamil;73
1516;Ardys;Tremayne;81
1517;Chloris;Bashemeth;29
1518;Augustine;Khorma;73
1519;Beatriz;Rurik;77
1520;Ashlee;Mich;77
1521;Nadine;August;44
1522;Goldie;Mullane;43
1523;Chrystel;Adrienne;14
1524;Lusa;Jarib;73
1525;Laure;Kravits;13
1526;Alexine;Candy;30
1527;Rosene;Bronk;41
1528;Edee;Georgy;33
1529;Anica;Mathilde;86
1530;Anallese;Llovera;17
1531;Abbie;Fadiman;32
1532;Lucille;Ietta;97
1533;Adelle;Melleta;36
1534;Cindelyn;Berriman;52
1535;Vita;Rosemary;44
1536;Morganica;Ventre;8
1537;Jinny;Alcott;100
1538;Leontine;Gherardo;53
1539;Sabina;Winthorpe;75
1540;Orelia;Eckblad;38
1541;Evaleen;Means;49
1542;Nikki;Merell;52
1543;Tani;Han;98
1544;Emma;Oneida;29
1545;Darci;Waite;67
1546;Lesly;Niles;89
1547;Yolane;Aida;21
1548;Berget;Fulmer;90
1549;Lily;Cleavland;81
1550;Meghann;Olin;92
1551;Roberta;Hirsch;75
1552;Layla;Bethany;86
1553;Dania;Alfons;77
1554;Tilly;Eiser;35
1555;Elie;Tamsky;38
1556;Collen;Gherardo;20
1557;Di;Zachary;51
1558;Raf;Jena;88
1559;Kellen;Gemini;99
1560;Nyssa;Leifeste;21
1561;Mariann;Kazimir;61
1562;Lucy;Kress;33
1563;Abbie;Nedrud;74
1564;Krystle;Morehouse;52
1565;Mary;Earlie;65
1566;Edith;Chapland;39
1567;Riannon;Mich;25
1568;Tobe;Schenck;47
1569;Nollie;Cordi;95
1570;Tilly;Demitria;33
1571;Natka;Tamsky;21
1572;Margarette;Huggins;37
1573;Rori;Dom;53
1574;Verla;Dex;35
1575;Konstance;Concha;48
1576;Shell;Bertold;41
1577;Emilia;Saunderson;82
1578;Joy;Pond;30
1579;Henriette;Tufts;68
1580;Taffy;Rhu;57
1581;Joelly;Maryanne;43
1582;Cherilyn;Ade;13
1583;Elora;Havens;12
1584;Fernande;Zamora;57
1585;Brana;Guildroy;5
1586;Frances;Reinke;22
1587;Maryellen;Lutero;97
1588;Meg;Ochs;56
1589;Aili;My;5
1590;Gavrielle;Remmer;34
1591;Beverley;Elsinore;62
1592;Binny;Winnick;14
1593;Kassey;Valoniah;57
1594;Blondelle;Cristi;38
1595;Petronia;Thad;99
1596;Jasmina;Clarissa;50
1597;Belinda;Ludewig;98
1598;Lynde;Raseda;44
1599;Sophia;Corabella;43
1600;Viviene;Harl;7
1601;Viviene;Keily;89
1602;Cathyleen;Zenas;89
1603;Kathy;Wenoa;84
1604;Yetty;Carlson;23
1605;Joane;Elvyn;44
1606;Kaia;Eckblad;92
1607;Caressa;Moina;94
1608;Danny;Peti;47
1609;Celene;Darian;95
1610;Gui;Irmine;58
1611;Ira;Georgy;75
1612;Orsola;Eckblad;31
1613;Randa;Esmaria;94
1614;Elka;Glovsky;97
1615;Marleah;Winnick;80
1616;Elvira;Odell;95
1617;Helsa;Harned;24
1618;Rori;Genna;3
1619;Celestyna;Terrence;89
1620;Madelle;Macey;88
1621;Iseabal;Ovid;53
1622;Elise;Laverne;47
1623;Sophia;Seligman;71
1624;Jessamyn;Faust;20
1625;Ida;Smitt;99
1626;Hannis;Ralfston;53
1627;Flory;Joli;94
1628;Aaren;Thema;77
1629;Correy;Ivens;81
1630;Tera;Goode;75
1631;Joy;Richers;62
1632;Calla;Franza;33
1633;Annora;Markman;43
1634;Dania;Gert;27
1635;Codie;Toni;69
1636;Susan;Maxi;48
1637;Ninnetta;Erich;49
1638;Heddie;Katrine;96
1639;Winny;Kannry;17
1640;Melanie;Rosalba;6
1641;Elena;Emanuel;15
1642;Annaliese;Othilia;13
1643;Elise;Gibbeon;40
1644;Jany;Billye;29
1645;Leona;Skell;48
1646;Sashenka;Waite;14
1647;Dominga;Hubert;46
1648;Frieda;Neils;57
1649;Shirlee;Whiffen;8
1650;Cyndie;Raseda;33
1651;Lorie;Horan;71
1652;Jenilee;Bord;67
1653;Winny;Means;27
1654;Veda;Haerr;81
1655;Orsola;Lynn;29
1656;Chloris;Mullane;85
1657;Concettina;Brady;77
1658;Jorry;Michella;8
1659;Binny;Ackerley;6
1660;Kate;Pearse;60
1661;Imojean;Ashely;34
1662;Nataline;Silvan;73
1663;Elie;Sundin;44
1664;Cristabel;Ader;42
1665;Hope;Pozzy;50
1666;Elfreda;Gabrielli;68
1667;Lyssa;Oster;20
1668;Dale;Manolo;62
1669;Sean;Ruvolo;54
1670;Felice;Karna;25
1671;Cathie;Maisey;47
1672;Nonnah;Lewes;32
1673;Esmeralda;Docilla;20
1674;Phedra;Kylander;33
1675;Fidelia;Raama;83
1676;Elmira;Jammal;44
1677;Grier;Whittaker;33
1678;Krystle;Sheng;37
1679;Cissiee;Maurine;12
1680;Giustina;Jobi;24
1681;Bernie;Mallon;99
1682;Demetris;Peti;30
1683;Celene;Mozelle;2
1684;Morganica;Sisile;89
1685;Rayna;Katrine;99
1686;Corly;Middleton;32
1687;Brietta;Romelda;16
1688;Konstance;Stav;83
1689;Nikki;Stoller;28
1690;Fredericka;Ruvolo;50
1691;Arlena;Durante;18
1692;Melodie;Capello;53
1693;Phedra;Milson;26
1694;Rochette;Kirstin;45
1695;Jennica;Boycey;62
1696;Alisha;Cottle;69
1697;Jsandye;Odysseus;77
1698;Beatriz;Chick;65
1699;Candi;Hartnett;46
1700;Noelle;Concha;36
1701;Silvana;Baudin;81
1702;Morganica;Eiser;33
1703;Kristina;Urias;14
1704;Liana;Knowling;18
1705;Cathyleen;Bach;64
1706;Jere;Torray;28
1707;Kathi;Garbe;88
1708;Aubrie;Taam;99
1709;Aili;Solitta;1
1710;Maridel;Love;77
1711;Dione;Creamer;84
1712;Devina;Behre;58
1713;Jemie;Seessel;81
1714;Melina;Granoff;23
1715;Ingrid;McClimans;64
1716;Sandie;Roche;30
1717;Averyl;Merna;26
1718;Lonnie;Pierette;54
1719;Sabina;Vittoria;58
1720;Emmey;Viddah;44
1721;Catrina;Anastatius;7
1722;Daryl;Peti;46
1723;Ginnie;Llovera;36
1724;Korrie;Peti;90
1725;Adriana;Florina;29
1726;Katleen;Ammann;95
1727;Kaia;Felecia;74
1728;Britni;Leifeste;77
1729;Angelique;August;12
1730;Krystle;Septima;16
1731;Lita;Verger;21
1732;Albertina;McNully;96
1733;Basia;Newell;33
1734;Brooks;Lareena;52
1735;Brooks;Buckler;36
1736;Gisela;Bultman;76
1737;Shaine;Lymann;16
1738;Myrtice;Ailyn;26
1739;Sharai;Tamar;12
1740;Merle;Keelia;12
1741;Violet;Pernick;22
1742;Philis;Ummersen;94
1743;Susette;Hepsibah;43
1744;Morganica;Havens;21
1745;Shel;Norrie;27
1746;Donnie;Gilmour;78
1747;Tiffie;Anastatius;5
1748;Aili;Glovsky;73
1749;Melanie;Rolf;52
1750;Angelique;Kimmie;76
1751;Lucille;Fiester;22
1752;Dorice;Klemperer;39
1753;Raina;Chrystel;74
1754;Viviene;Jammal;97
1755;Lory;Revkah;40
1756;Kara-Lynn;Redmond;90
1757;Loree;Fulmer;46
1758;Lita;Bevin;61
1759;Xylina;Odysseus;25
1760;Lusa;Baylor;16
1761;Shirlee;Presber;24
1762;Cathie;Iaverne;79
1763;Kristan;Sadowski;21
1764;Concettina;Croix;43
1765;Jennica;Bartlett;32
1766;Lanna;Rolf;98
1767;Babita;Darbie;62
1768;Eadie;Annice;44
1769;Tarra;Nadia;16
1770;Catrina;Frendel;16
1771;Ursulina;Toni;50
1772;Sandie;Delacourt;43
1773;Di;Roscoe;47
1774;Micheline;Terencio;89
1775;Dulcinea;Cecile;48
1776;Valli;Maurine;50
1777;Alexine;Billye;86
1778;Molli;Federica;31
1779;Jinny;Alisia;23
1780;Chere;Ephrem;75
1781;Tonia;Kat;2
1782;Pearline;Gregrory;70
1783;Layla;Parette;49
1784;Siana;Smitt;10
1785;Annaliese;Cecile;55
1786;Ilse;McLaughlin;56
1787;Cathie;Chem;95
1788;Josephine;Lutero;69
1789;Cam;Armanda;6
1790;Kenna;Zina;76
1791;Elbertina;Loleta;60
1792;Nessie;Rocray;89
1793;Karena;Margarete;71
1794;Blinni;Casimir;90
1795;Mireielle;Tillford;84
1796;Brooks;Revkah;29
1797;Deedee;Ackerley;44
1798;Joane;Dosia;60
1799;Meriel;Kristi;61
1800;Madalyn;Dituri;17
1801;Jere;Dominy;26
1802;Althea;Dielu;6
1803;Rayna;Dreda;1
1804;Viviene;Jaylene;16
1805;Chandra;Voletta;11
1806;Fidelia;Matthew;31
1807;Sophia;Nahum;8
1808;Anestassia;Vastah;66
1809;Tressa;Ricki;18
1810;Joy;Gamaliel;89
1811;Edyth;Amethist;33
1812;Janenna;Chandler;72
1813;Brooks;Olympium;63
1814;Arlina;Teryn;83
1815;Marita;Margret;33
1816;Katuscha;Stav;36
1817;Zsa Zsa;Girardo;27
1818;Sadie;Xerxes;40
1819;Harrietta;Joachim;34
1820;Lauryn;Hilbert;56
1821;Camile;Seligman;52
1822;Silvana;Adlare;68
1823;Bill;Rooney;19
1824;Hermione;Orpah;84
1825;Codie;Brady;78
1826;Ottilie;Randene;71
1827;Lisette;Bergman;33
1828;Mignon;Colyer;12
1829;Frieda;Ehrman;15
1830;Joeann;Briney;54
1831;Konstance;Desai;22
1832;Karly;Faria;1
1833;Willetta;Geffner;66
1834;Beatriz;Flita;26
1835;Albertina;Eldrid;27
1836;Dania;Kare;33
1837;Eolanda;Pettiford;8
1838;Roslyn;Joeann;57
1839;Maye;Dom;66
1840;Annecorinne;Emmaline;14
1841;Phylis;Heidt;26
1842;Sandie;Destinee;47
1843;Krystle;Connelly;98
1844;Katleen;Tryck;72
1845;Stevana;Pond;46
1846;Gerrie;Malvino;14
1847;Blinni;Lalitta;74
1848;Augustine;Pyle;30
1849;Rosanne;Parsaye;78
1850;Millie;Annabella;38
1851;Janeczka;Emmy;26
1852;Odessa;Salchunas;54
1853;Margette;Dorine;63
1854;Catrina;Tarrant;2
1855;Elena;Destinee;50
1856;Gerianna;Macey;40
1857;Lauryn;Nikaniki;25
1858;Halette;Travax;63
1859;Luci;Rodmann;85
1860;Stevana;Clara;58
1861;Andeee;Ventre;46
1862;Ethel;Ephrem;95
1863;Belinda;Jena;25
1864;Katuscha;Dowski;81
1865;Britni;Shanley;81
1866;Yvonne;Kress;62
1867;Janey;Alrich;7
1868;Tersina;Baptlsta;32
1869;Kara-Lynn;Kauppi;99
1870;Sadie;Milson;84
1871;Lorne;Brenn;68
1872;Ingrid;Janith;30
1873;Alyssa;Dosia;1
1874;Tiffie;Klotz;46
1875;Genovera;Horan;80
1876;Hermione;Chick;85
1877;Linzy;Armanda;39
1878;Briney;Wenoa;43
1879;Lulita;Jeanne;60
1880;Nickie;Thad;93
1881;Dominga;Hutchison;71
1882;Emelina;Trace;41
1883;Sarette;Casimir;68
1884;Vita;Grobe;9
1885;Theodora;Dosia;38
1886;Sallie;Beebe;60
1887;Kaja;Ursulette;25
1888;Moyna;Riva;58
1889;Marti;Kazimir;72
1890;Mellicent;Brotherson;32
1891;Cindelyn;Jehu;11
1892;Renae;Nance;78
1893;Helena;Levey;29
1894;Rani;Ledah;36
1895;Charlena;Nahum;33
1896;Veda;Zachary;46
1897;Ivett;Tamsky;60
1898;Livvyy;Afton;79
1899;Ernesta;Berne;19
1900;Regina;Bohlin;20
1901;Kary;Milson;89
1902;Emylee;Eugenia;34
1903;Collen;Fry;21
1904;Lorenza;Auberbach;45
1905;Melina;Plato;65
1906;Arlena;Haymes;10
1907;Josephine;Euridice;59
1908;Larine;Santoro;97
1909;Andree;Janene;64
1910;Mary;Persse;74
1911;Melodie;Prouty;52
1912;Oona;Silvan;94
1913;Desirae;Maiah;69
1914;Adele;Catie;55
1915;Misha;Pyle;82
1916;Flory;Gladstone;89
1917;Tobe;Riordan;54
1918;Lexine;Carlson;31
1919;Allis;Kenwood;82
1920;Annora;Daveta;51
1921;Merle;Sinegold;24
1922;Liana;Ledah;100
1923;Mallory;Letsou;42
1924;Alyda;Shields;83
1925;Fanny;Fosque;18
1926;Pamella;Thema;7
1927;Ursulina;Tiffa;46
1928;Layla;Ahab;48
1929;Lexine;Allina;59
1930;Beth;Rugen;34
1931;Marylou;Lia;4
