id;vorname;nachname;age
1936;Verla;Remmer;43
1937;Wynne;Brunell;41
1938;Alyssa;Redmond;4
1939;Maud;Atcliffe;98
1940;Mamie;Regan;50
1941;Katuscha;Solitta;1
1942;Lacie;Mitzi;52
1943;Ernesta;Greyson;31
1944;Mary;Marijo;95
1945;Loree;Ochs;81
1946;Lynde;Kunin;73
1947;Shel;Dielu;81
1948;Demetris;Reidar;81
1949;Yetty;Meli;53
1950;Consuela;Alejoa;53
1951;Modestia;Septima;46
1952;Mariann;Primalia;86
1953;Madelle;Kazimir;45
1954;Mady;Kermit;11
1955;Gale;Dreda;57
1956;Lucille;Morrill;6
1957;Doralynne;Baptlsta;73
1958;Corina;Wenda;90
1959;Cherilyn;Lorenz;79
1960;Alyssa;Buffum;39
1961;Renae;Swanhildas;82
1962;Trixi;Rugen;46
1963;Althea;Silvan;70
1964;Selma;Nunci;21
1965;Mahalia;Meter;41
1966;Georgetta;Heidt;99
1967;Veda;Moina;12
1968;Violet;Tannie;2
1969;Rivalee;O'Rourke;17
1970;Kalina;Martsen;40
1971;Susan;Anyah;18
1972;Riannon;Amethist;22
1973;Doro;Helfand;34
1974;Ronna;Lenny;46
1975;Atlanta;Glenden;55
1976;Wanda;Aprile;85
1977;Janeczka;Jena;56
1978;Nicoli;Angelis;23
1979;Lisette;Koziara;27
1980;Karena;Moina;43
1981;Aubrie;Cimbura;2
1982;Elyssa;Amadas;31
1983;Albertina;Phaidra;53
1984;Ellette;Joli;78
1985;Marcelline;Velick;43
1986;Karlee;Nisbet;38
1987;Aigneis;Virgin;81
1988;Rayna;Eldrid;49
1989;Netty;Frodi;23
1990;Vevay;Monk;72
1991;Christal;Capello;53
1992;Leia;Sekofski;77
1993;Patricia;Janene;4
1994;Kelly;Zachary;12
1995;Violet;Rurik;74
1996;Judy;Autrey;23
1997;Brena;Elsinore;69
1998;Gale;Xerxes;85
1999;Jerry;Mayeda;80
2000;Stacey;Niccolo;97
2001;Harmonia;Levey;13
2002;Jsandye;Holtz;84
2003;Cordi;Scammon;34
2004;Roseline;Lipson;27
2005;Farrah;Jerold;55
2006;Lulita;Carleen;66
2007;Talya;Cressida;85
2008;Karly;Lemuela;30
2009;Shauna;Mullane;35
2010;Sindee;Dowski;25
2011;Vere;Jorgan;94
2012;Florie;Allare;38
2013;Madeleine;Delacourt;26
2014;Rosene;Torray;80
2015;Maisey;Karylin;66
2016;Johna;Sammons;98
2017;Zia;Koziara;87
2018;Ezmeralda;Fadiman;46
2019;Rhoda;Ax;56
2020;Sharai;Constancy;35
2021;Ann-Marie;Eugenia;76
2022;Amara;Braun;40
2023;Janey;Valerio;81
2024;Lonnie;Charmine;7
2025;Adele;Atcliffe;18
2026;Nananne;Briney;97
2027;Orelia;Jobi;48
2028;Raina;Brittani;58
2029;Rochette;Arvo;39
2030;Kenna;Jagir;20
2031;Tani;Tacye;17
2032;Fernande;Oneida;57
2033;Dawn;Ailyn;82
2034;Edyth;Pelagias;63
2035;Teddie;Serilda;91
2036;Corina;Colbert;6
2037;Elbertina;Rillings;45
2038;Charlena;Sallyann;19
2039;Jillayne;Nelsen;38
2040;Molli;Joseph;72
2041;Desirae;Tice;12
2042;Elfreda;Arley;63
2043;Deirdre;Virgin;33
2044;Briney;Parsaye;90
2045;Sam;Burkle;90
2046;Julieta;Janith;37
2047;Imojean;Eben;33
2048;Natka;Jefferey;75
2049;Briney;Chrystel;18
2050;Orelia;Havens;83
2051;Marika;Chem;95
2052;Gwyneth;Hull;74
2053;Willetta;Lattie;74
2054;Kittie;Phi;73
2055;Asia;Munn;90
2056;Veda;McGrody;100
2057;Maurene;Arvo;61
2058;Kelly;Frendel;52
2059;Arabel;Dowski;85
2060;Charlena;Anyah;38
2061;Steffane;Gower;32
2062;Sharai;Tatianas;75
2063;Christian;Soneson;76
2064;Ermengarde;Dom;73
2065;Basia;Darrell;2
2066;Rubie;Eckblad;76
2067;Annabela;Persse;68
2068;Tomasina;Charmine;9
2069;Nelle;Old;81
2070;Orsola;Lenny;41
2071;Caritta;Neils;34
2072;Alie;Kathie;70
2073;Claudina;Elsinore;23
2074;Dotty;Mike;56
2075;Meg;Fiann;23
2076;Madalyn;Alva;18
2077;Dolli;Colleen;74
2078;Evaleen;Shelba;66
2079;Harmonia;Bach;78
2080;Joleen;Emanuel;70
2081;Shaylyn;Wareing;93
2082;Kaia;Tannie;9
2083;Fidelia;Joni;74
2084;Rori;Adore;79
2085;Juliane;O'Neill;82
2086;Kamilah;Rese;58
2087;Evita;Poppy;98
2088;Oralee;Muriel;55
2089;Violet;Kiersten;83
2090;Mellicent;Byrne;43
2091;Marline;Schroth;47
2092;Harmonia;Danby;45
2093;Lorenza;Delp;43
2094;Margalo;Blisse;76
2095;Cacilie;Carri;26
2096;Aubrie;Esmaria;35
2097;Imojean;Philipp;44
2098;Pearline;Viddah;73
2099;Janis;Dahlia;97
2100;Tersina;Screens;56
2101;Sindee;Adlare;60
2102;Vevay;Erskine;85
2103;Jessamyn;Cordi;53
2104;Donetta;Koziara;95
2105;Chrystel;Carbo;86
2106;Mahalia;Mendez;90
2107;Monika;Cohdwell;59
2108;Kate;Fredi;74
2109;Nita;Monaco;66
2110;Amelia;Kravits;87
2111;Orsola;Olnee;100
2112;Elfreda;Olin;74
2113;Halette;Felizio;19
2114;Sybille;Wu;54
2115;Carlie;Barbey;1
2116;Melanie;Gaulin;15
2117;Paola;Serilda;57
2118;Debee;Byrne;45
2119;Karly;Viddah;26
2120;Roxane;Kesley;76
2121;Marti;McClimans;73
2122;Margalo;Fairweather;74
2123;Blake;Elsinore;30
2124;Esmeralda;Kiersten;19
2125;Fredericka;Lorain;21
2126;Leanna;Raimondo;78
2127;Janey;Earlie;53
2128;Mignon;An;52
2129;Randa;Reinke;41
2130;Annecorinne;Tyson;38
2131;Sue;Ventre;50
2132;Marline;Madaih;82
2133;Brynna;Ortrude;89
2134;Margette;Joli;71
2135;Halette;Caitlin;87
2136;Ileana;Vorster;56
2137;Shaine;Manolo;2
2138;Kirbee;Rillings;27
2139;Adele;Eben;55
2140;June;Muriel;54
2141;Drucie;Vilma;19
2142;Zaria;Brunell;29
2143;Nerta;Chabot;90
2144;Andree;Lorain;97
2145;Nonnah;Damarra;8
2146;Chere;Leary;88
2147;Abbie;Jarib;85
2148;Mahalia;Seagraves;97
2149;Allyce;Gilmour;4
2150;Gratia;Kellby;100
2151;Nickie;Hamil;97
2152;Tiffie;Avi;76
2153;Gilligan;Flyn;21
2154;Zsa Zsa;Dowski;98
2155;Hallie;Alcott;87
2156;Winny;Damarra;38
2157;Phedra;Haymes;28
2158;Jasmina;Sophronia;82
2159;Madeleine;Faso;56
2160;Nannie;Bach;9
2161;Fayre;Rosemary;15
2162;Donetta;Gunn;44
2163;Bibby;Screens;66
2164;Taffy;Pelagias;12
2165;Mara;Berl;51
2166;Carol-Jean;Garbe;17
2167;Trudie;Dahlia;58
2168;Georgetta;Raul;8
2169;Lindie;Velick;42
2170;Yetty;Joseph;44
2171;Ada;Berriman;73
2172;Mady;Virgin;8
2173;Melodie;Frendel;90
2174;Benita;McNully;65
2175;Valeda;Leler;31
2176;Nananne;Ashok;83
2177;Courtnay;Schenck;5
2178;Kirstin;Gale;90
2179;Britni;Muriel;49
2180;Ofilia;Cynar;83
2181;Yvonne;Jaylene;92
2182;Tobe;Ophelia;76
2183;Camile;Eliathas;54
2184;Millie;Felizio;37
2185;Lila;Brenn;90
2186;Jorry;Chaing;12
2187;Kara-Lynn;Ehrman;61
2188;June;Sidonius;44
2189;Beth;Dalli;71
2190;Lanna;Neva;26
2191;Phedra;Rosalba;56
2192;Keelia;Cloris;30
2193;Roslyn;Gilmour;22
2194;Shauna;Jacqui;41
2195;Selma;Etom;40
2196;Jenilee;Nahum;21
2197;Atlanta;Alabaster;23
2198;Ayn;Neils;27
2199;Ruthe;Glenden;21
2200;Annabela;Hailee;3
2201;Vevay;Norrie;79
2202;Mariann;Adamsen;42
2203;Kary;Rogerio;19
2204;Emma;Haymes;23
2205;Lusa;Vale;99
2206;Jemie;Ietta;48
2207;Joelly;Genna;17
2208;Jinny;Juan;91
2209;Britte;Taam;27
2210;Mureil;Rozanna;59
2211;Cristabel;Ricarda;36
2212;Libbie;Japeth;94
2213;Stacey;Gherardo;28
2214;Rochette;Hylan;30
2215;Babita;Delacourt;21
2216;Aigneis;Bettine;67
2217;Heddie;Pearse;73
2218;Charmaine;Aprile;60
2219;Perry;Bahr;74
2220;Elmira;Lilybelle;96
2221;Nananne;Wiener;27
2222;Mara;Meter;75
2223;Sadie;Gert;62
2224;Oona;Papageno;36
2225;Orsola;Greyson;16
2226;Edyth;Llovera;32
2227;Libbie;Brotherson;28
2228;Jobi;Lilybelle;69
2229;Myriam;Bettine;81
2230;Robinia;Annice;37
2231;Jinny;Lynn;32
2232;Clo;Carolin;32
2233;Mallory;Anestassia;61
2234;Katuscha;Milson;53
2235;Tarra;Girardo;46
2236;Monika;Letsou;12
2237;Stephanie;Estella;20
2238;Leona;Louanna;10
2239;Hildegaard;Taam;64
2240;Jaime;Robertson;91
2241;Ingrid;Letsou;15
2242;Britte;Helfand;84
2243;Netty;Whiffen;44
2244;Emma;Rodmann;16
2245;Berta;Leonard;96
2246;Elbertina;Zenas;33
2247;Jenda;Aida;42
2248;Elie;Marcellus;14
2249;Maurene;Orpah;95
2250;Priscilla;Seagraves;60
2251;Mamie;Shama;100
2252;Aaren;Albertine;24
2253;Meghann;Vacuva;92
2254;Andeee;Travax;28
2255;Paule;Casimir;34
2256;Penelopa;Sophronia;74
2257;Zsa Zsa;Oster;20
2258;Christian;Torray;17
2259;Marsiella;Edee;49
2260;Emma;Verger;92
2261;Thalia;Alva;73
2262;Frances;Auberbach;3
2263;Bernie;Angelis;86
2264;Celestyna;Agle;51
2265;Zsa Zsa;Helve;17
2266;Linet;Daniele;29
2267;Nerta;Wooster;90
2268;Cherilyn;Fink;14
2269;Hannis;Joni;100
2270;Fanchon;Deegan;77
2271;Thalia;Baptlsta;13
2272;Tersina;Brandice;74
2273;Shaylyn;Chapland;52
2274;Chloris;Ambrosia;1
2275;Edee;Maxi;49
2276;Dorice;Lemuela;12
2277;Beatriz;Georas;28
2278;Maryellen;Radu;45
2279;Beatriz;Cassius;33
2280;Ira;Breed;11
2281;Joelly;Radu;1
2282;Ayn;Aprile;65
2283;Maurene;Carmena;43
2284;Susan;Borrell;32
2285;Alameda;Ludewig;37
2286;Mahalia;Imelida;96
2287;Nita;Edison;15
2288;Antonietta;Reidar;69
2289;Averyl;Madox;96
2290;Zsa Zsa;Girardo;34
2291;Goldie;Orlene;78
2292;Fredericka;Rhu;73
2293;Clary;Land;12
2294;Jaime;Jammal;27
2295;Rhea;Mendez;83
2296;Camile;Wallis;57
2297;Emma;Salvidor;88
2298;Arlena;Sothena;75
2299;Tami;Secrest;51
2300;Ofilia;Chaing;90
2301;Gratia;Bluh;63
2302;Kaja;Amasa;59
2303;Misha;Ambrosia;8
2304;Tiffie;Pearse;38
2305;Celene;Berriman;34
2306;Dorothy;Gaspard;63
2307;Vinita;Newell;45
2308;Janenna;Drus;17
2309;Viki;Ferino;5
2310;Susan;Evangelia;35
2311;Netty;Rustice;56
2312;Audrie;Valoniah;43
2313;Nerta;Phyllis;92
2314;Candy;Cavan;56
2315;Arabel;Weinreb;13
2316;Siana;Aurelio;2
2317;Lexine;Lissi;19
2318;Johna;Bord;29
2319;Gilligan;Gusella;57
2320;Devina;Keelia;54
2321;Gale;Haymes;67
2322;Roz;Larochelle;62
2323;Ninnetta;Kamaria;78
2324;Mureil;Cecile;3
2325;Lacie;Mitzi;50
2326;Fanny;Pacorro;1
2327;Marita;Anestassia;40
2328;Sue;Cornelia;75
2329;Chloris;Philoo;20
2330;Ashlee;Docilla;95
2331;Chloris;Sperling;16
2332;Alyda;Dash;77
2333;Joeann;Fiester;89
2334;Kylynn;Cohdwell;1
2335;Edith;Pozzy;72
2336;Winifred;Peonir;90
2337;Gertrud;Fabiola;6
2338;Alisha;Trey;68
2339;Mireielle;Wolfgram;94
2340;Eugine;Thar;31
2341;Esmeralda;Macey;65
2342;Gusella;Pernick;71
2343;Candi;Nore;68
2344;Noelle;Abernon;94
2345;Mariann;Norvol;65
2346;Raquela;Isidore;90
2347;Rivalee;Sacken;67
2348;Lanna;Peti;46
2349;Rosaline;Smitt;68
2350;Aurelie;Brittani;86
2351;Orelia;Christine;95
2352;Dacia;Halla;59
2353;Ardeen;Lory;29
2354;Ardenia;Kalinda;94
2355;Arabel;Luhe;18
2356;Malina;Ranjiv;11
2357;Letizia;Alice;35
2358;Lucille;Ietta;46
2359;Cyndie;Fadiman;12
2360;Philis;Lunsford;46
2361;Marsiella;Vins;95
2362;Tori;Pandolfi;59
2363;Annabela;Karylin;28
2364;Halette;Kenney;68
2365;Dede;Barbey;94
2366;Micheline;Albertine;46
2367;Wileen;Smitt;13
2368;Helena;Dominy;52
2369;Raina;Tufts;52
2370;Feliza;Marcellus;76
2371;Constance;Kravits;40
2372;Oralee;Hunfredo;9
2373;Jorry;Hillel;30
2374;Justinn;Raul;4
2375;Emmey;Chapland;33
2376;Catharine;Glenden;82
2377;Olivette;Randene;71
2378;Donnie;Rozanna;90
2379;Ronna;Vharat;83
2380;Janenna;Mich;57
2381;Mignon;Helfand;6
2382;Dennie;Kronfeld;94
2383;Cherilyn;Fiester;5
2384;Nollie;Alejoa;33
2385;Jan;Oriana;27
2386;Fredericka;Dimitris;3
2387;Fayre;Margret;91
2388;Regina;Lia;85
2389;Queenie;Himelman;40
2390;Jasmina;Jeanne;51
2391;Mellicent;Mitzi;34
2392;Latisha;Garlinda;22
2393;Joceline;Riva;26
2394;Morganica;Skurnik;78
2395;Tressa;Hewitt;59
2396;Jany;Harned;48
2397;Jsandye;Gualtiero;41
2398;Sidoney;Simmonds;73
2399;Tiffie;Ax;4
2400;Sandie;Erskine;43
2401;Maurene;McNully;79
2402;Monika;Garrison;16
2403;Gale;Allina;18
2404;Corina;Bonilla;16
2405;Sean;Faria;77
2406;Carol-Jean;Greenwald;79
2407;Candi;Ball;41
2408;Sabina;Penelopa;12
2409;Paule;Haymes;98
2410;Veda;Marisa;41
2411;Meghann;LaRue;65
2412;Isa;Tayib;100
2413;Janeczka;Center;52
2414;Correy;Lucienne;77
2415;Marika;Campball;45
2416;Mureil;Malanie;74
2417;Lyssa;Wattenberg;11
2418;Winny;Lewes;70
2419;Joane;Amethist;69
2420;Sonni;Sheedy;46
2421;Carilyn;Minetta;45
2422;Lolita;Parsaye;76
2423;Joelly;Willie;53
2424;Donetta;Ledah;43
2425;Collen;Pattin;18
2426;Ulrike;Glovsky;26
2427;Kaia;Diogenes;90
2428;Alex;Lindemann;10
2429;Xylina;O'Carroll;41
2430;Micheline;Joli;42
2431;Cristabel;Bryna;20
2432;Valli;Junie;45
2433;Yolane;Lail;73
2434;Adele;Harl;20
2435;Lenna;Naashom;58
2436;Cam;Roscoe;23
2437;Corene;Gilbertson;44
2438;Selia;Maples;86
2439;Kamilah;Leary;93
2440;Joane;Marsden;60
2441;Elvira;Seumas;17
2442;Karlee;Charity;77
2443;Mariele;Sammons;5
2444;Shaylyn;Iphlgenia;45
2445;Nicoli;Maxi;25
2446;Janis;Allys;73
2447;Cyb;Alisia;27
2448;Olwen;Hull;61
2449;Micheline;Maiah;99
2450;Ardenia;Maribeth;40
2451;Marika;Sprage;34
2452;Tori;Gaynor;56
2453;Jessy;Adlare;62
2454;Mahalia;Pierette;3
2455;Adelle;Ruvolo;6
2456;Rosene;Delacourt;13
2457;Kimmy;Gino;76
2458;Marline;Buttaro;63
2459;Elora;Clarissa;38
2460;Consuela;Gaynor;14
2461;Margette;Cyrie;95
2462;Elise;Syd;99
2463;Lindie;Honoria;41
2464;Clary;Keelia;24
2465;Tabbatha;Sherfield;21
2466;Carmela;Raul;11
2467;Althea;Ummersen;48
2468;Jasmina;Franza;71
2469;Ariela;Penelopa;84
2470;Michaelina;Flita;51
2471;Nicoli;Bartlett;9
2472;Leeanne;Koehler;51
2473;Vonny;Graig;21
2474;Candi;Carmena;50
2475;Renae;Leifeste;28
2476;Brynna;Bakerman;44
2477;Antonietta;Ambrosia;11
2478;Lacie;Tryck;48
2479;Vere;Phyllis;73
2480;Nariko;Federica;46
2481;Briney;Romelda;37
2482;Barbi;Stelle;89
2483;Babita;Levey;2
2484;Pearline;Grosz;59
2485;Neila;Pitt;41
2486;Nannie;Ferrell;83
2487;Lizzie;Kermit;24
2488;Angela;Septima;21
2489;Mellicent;Fiann;86
2490;Willetta;Corilla;17
2491;Tera;Elvyn;51
2492;Emelina;Konyn;94
2493;Amara;Felizio;90
2494;Farrah;Weinreb;68
2495;Phedra;Ardeha;20
2496;Selia;Gaulin;34
2497;Fayre;Millda;73
2498;Nadine;Standing;51
2499;Hermione;Dyche;1
2500;Verla;Montgomery;59
2501;Stevana;Pierette;3
2502;Lorne;Peg;73
2503;Kenna;Zitvaa;16
2504;Sean;Hillel;10
2505;Hope;Dielu;93
2506;Hermione;Cosenza;22
2507;Jaclyn;Anyah;29
2508;Hildegaard;Carmena;64
2509;Theodora;Noam;40
2510;Celisse;Kathie;82
2511;Gilda;Tjon;81
2512;Petronia;Anyah;92
2513;Tybie;Ophelia;98
2514;Goldie;Garlinda;97
2515;Rubie;Zeeba;75
2516;Demetris;An;49
2517;Zsa Zsa;Trace;25
2518;Gilligan;Colp;20
2519;Flory;Wittie;3
2520;Helsa;Bibi;49
2521;Susette;Raimondo;78
2522;Shell;Malvino;93
2523;Marinna;Korey;54
2524;Miquela;Charmine;32
2525;Rosabelle;Chick;32
2526;Zia;Brieta;99
2527;Alex;Brittani;92
2528;Marleah;Rebecka;48
2529;Elise;Keily;67
2530;Ivett;Aloise;72
2531;Ayn;Cottle;67
2532;Lynea;Adore;89
2533;Pollyanna;Arne;31
2534;Flo;Phaidra;84
2535;Roxane;Hachmin;36
2536;Edith;Romelda;93
2537;Ashlee;Arathorn;67
2538;Gilligan;Roche;97
2539;Annice;Dawkins;29
2540;Regina;Mauer;49
2541;Riannon;Zaslow;17
2542;Diena;Garlinda;15
2543;Lenna;Kat;17
2544;Emelina;Lia;100
2545;Brooks;Pernick;57
2546;Mureil;Khorma;96
2547;Silvana;Francyne;63
2548;Vinita;Emanuel;7
2549;Sybille;Franza;92
2550;Alejandra;Anestassia;92
2551;Adelle;Dielu;48
2552;Hyacinthe;Persse;12
2553;Laurene;Eliathas;97
2554;Tersina;Alisia;48
2555;Sean;Pip;52
2556;Carly;Agle;53
2557;Amelia;Erskine;90
2558;Ilse;Gibbeon;42
2559;Nananne;Fink;57
2560;Jennica;Sandye;81
2561;Roseline;Loleta;23
2562;Lorenza;Judye;8
2563;Tani;Kamaria;18
2564;Konstance;Cynar;13
2565;Caryl;Bow;74
2566;Alyda;Bakerman;57
2567;Ardys;Rhu;6
2568;Laurene;Albertine;70
2569;Rhea;Kesley;57
2570;Rani;Charity;25
2571;Brena;Garlinda;20
2572;Eadie;Kauppi;55
2573;Noelle;Suzetta;76
2574;Gerrie;Philipp;92
2575;Lauryn;Tyson;67
2576;Kary;Cleo;21
2577;Barbi;Neva;4
2578;Judy;Brackely;70
2579;Desirae;Mitzi;4
2580;Sam;Manolo;71
2581;Adriana;Kenney;18
2582;Ronna;Obed;4
2583;Vita;Hedve;59
2584;Joy;Dawkins;79
2585;Tybie;Noelyn;32
2586;Madelle;Cadmar;21
2587;Marjie;Dominy;26
2588;Tilly;Richers;4
2589;Charlena;Jacobah;62
2590;Valera;Ferino;76
2591;Myriam;Giule;12
2592;Belva;Natica;25
2593;Johna;Hertzfeld;24
2594;Maryellen;Artie;75
2595;Hermione;O'Neill;91
2596;Alleen;Taam;35
2597;Ana;Schwejda;68
2598;Deloria;Vary;35
2599;Gusty;Croix;82
2600;Maisey;Infield;4
2601;Alejandra;Hathaway;97
2602;Cyb;Georas;17
2603;Annice;Cleo;29
2604;Ana;Edison;10
2605;Lynde;Kenwood;35
2606;Lexine;Oneida;42
2607;Andree;Damarra;81
2608;Rebeca;Curren;15
2609;Asia;Rurik;17
2610;Sherrie;Darian;82
2611;Marita;Bluh;18
2612;Constance;Maroney;80
2613;Felice;Bakerman;97
2614;Elora;Glenden;42
2615;Elora;Sabella;65
2616;Hallie;Wyn;80
2617;Shel;Rurik;46
2618;Bernardine;Cynar;70
2619;Marsiella;Warthman;33
2620;Robinia;Roche;56
2621;Ronna;Munn;69
2622;Ingrid;Allina;71
2623;Riannon;Bakerman;78
2624;Codie;Erlandson;14
2625;Jaime;Yuille;62
2626;Kara-Lynn;Jammal;72
2627;Jean;Nester;62
2628;Frank;Juan;84
2629;Raquela;Warthman;54
2630;Perry;Mozelle;63
2631;Ottilie;Jotham;9
2632;Viviene;Corrine;95
2633;Emelina;Jeanne;14
2634;Petronia;Goldina;33
2635;Anica;Shirberg;44
2636;Rozele;Lail;96
2637;Glenda;Ogren;8
2638;Lexine;Friede;65
2639;Stephanie;Buttaro;90
2640;Karena;Magdalen;96
2641;Barbi;Maribeth;80
2642;Monika;Corilla;29
2643;Gabriellia;Holtz;97
2644;Wileen;Ummersen;86
2645;Chere;Cleavland;39
2646;Kaja;Vivle;85
2647;Frances;Middleton;48
2648;Claresta;Alejoa;67
2649;Mireielle;Henrie;7
2650;Sherrie;Melleta;16
2651;Clementine;Henrie;83
2652;Sue;Ellerey;73
2653;Malina;Anselmi;74
2654;Merci;Buffum;36
2655;Nariko;Loleta;3
2656;Sallie;Pascia;75
2657;Joceline;Grayce;72
2658;Daryl;Hubert;52
2659;Mellicent;Faso;4
2660;Ardys;Ader;3
2661;Jan;Libna;64
2662;Sharlene;Eliathas;99
2663;Alexine;Linskey;44
2664;Karina;Fillbert;10
2665;Misha;Nadia;62
2666;Kirbee;Jess;51
2667;June;Helve;73
2668;Dolli;Ummersen;68
2669;Claresta;Maples;49
2670;Kelly;Evangelia;65
2671;Joelly;Shaddock;24
2672;Lelah;Pacorro;83
2673;Gilda;Dorcy;78
2674;Joelly;Huggins;22
2675;Kayla;Lilybelle;39
2676;Jinny;Durware;95
2677;Addia;Waite;23
2678;Carolina;Glovsky;57
2679;Ermengarde;Francene;26
2680;Netty;Swigart;54
2681;Renae;Odell;23
2682;Binny;Demitria;18
2683;Lorenza;Septima;64
2684;Lynnea;Breed;41
2685;Vinita;Fulmer;51
2686;Hallie;Modie;21
2687;Sandie;Sandye;14
2688;Jasmina;Trey;49
2689;Cassondra;Karna;71
2690;Kary;Ferino;82
2691;Odessa;Arathorn;40
2692;Lelah;Ardeha;33
2693;Susette;Haldas;38
2694;Tomasina;Raul;39
2695;Reeba;Percy;85
2696;Benita;Nunci;8
2697;Tobe;Borrell;100
2698;Corene;Helve;88
2699;Rebeca;Fabiola;31
2700;Berget;Myrilla;48
2701;Vivia;Hylan;76
2702;Claudina;Ramona;38
2703;Eugine;Remmer;28
2704;Chrystel;Thomasina;90
2705;Rayna;Weitman;95
2706;Gilligan;Lanita;33
2707;Raf;Morgun;76
2708;Alyda;Hathaway;79
2709;Roberta;Maribeth;47
2710;Deedee;Maisey;91
2711;Danika;Delacourt;28
2712;Bee;Lytton;59
2713;Kara-Lynn;Chinua;54
2714;Mignon;Fontana;39
2715;Genovera;Rad;27
2716;Starla;Sadowski;3
2717;Dorothy;Vale;53
2718;Randa;Rodmann;94
2719;Andeee;Monk;1
2720;Charmaine;Annabella;34
2721;Ira;Jess;84
2722;Monika;Hailee;86
2723;Glenda;Saunderson;30
2724;Brana;Lacombe;39
2725;Catrina;Lattie;15
2726;Norine;Tillford;99
2727;Starla;Idelia;56
2728;Amara;Swanhildas;78
2729;Estell;Mich;15
2730;Nananne;Gordon;87
2731;Ira;Vivle;66
2732;Orsola;Behre;61
2733;Elie;Freddi;71
2734;Rani;Baptlsta;100
2735;Madelle;Brittani;30
2736;Trudie;Ardra;31
2737;Sherrie;Ephrem;57
2738;Gale;Diogenes;91
2739;Ezmeralda;Shaver;9
2740;Claudina;Vacuva;49
2741;Claudina;Bonucci;69
2742;Eadie;Goldina;21
2743;Darlleen;Arquit;78
2744;Mellicent;Skell;29
2745;Goldie;Kenney;23
2746;Alexine;Tamar;67
2747;Rubie;Muriel;75
2748;Ermengarde;Emmy;28
2749;Edee;Weide;98
2750;Abbie;Raimondo;32
2751;Clementine;Bevin;50
2752;Georgina;Ezar;26
2753;Justinn;Howlyn;89
2754;Lucille;Imelida;85
2755;Magdalena;Fabiola;75
2756;Donetta;Warthman;81
2757;Shannah;Natalia;84
2758;Kore;Ax;78
2759;Stephanie;Thornburg;35
2760;Leeanne;Natalia;64
2761;Raquela;Donell;88
2762;Dawn;Turne;3
2763;Ardeen;Boehike;79
2764;Ruthe;Francene;1
2765;Tobe;Monk;16
2766;Bobbi;Rillings;74
2767;Melisent;Bluh;21
2768;Betta;Glovsky;19
2769;Laure;Morehouse;9
2770;Iseabal;Matthew;59
2771;Marcelline;Chapland;55
2772;Linzy;Bahr;5
2773;Molli;Bow;53
2774;Xylina;Waldron;62
2775;Antonietta;Hebner;78
2776;Gerrie;Denis;22
2777;Agathe;Orelee;65
2778;Gilligan;Lissi;96
2779;Mignon;Torray;58
2780;Harrietta;Palocz;50
2781;Luci;Ochs;41
2782;Yetty;Fennessy;80
2783;Jerry;Genna;45
2784;Claudina;Lea;100
2785;Thalia;Carey;59
2786;Fanny;Eiser;23
2787;Corry;Han;29
2788;Lynnea;Rosalba;27
2789;Eve;Alwin;23
2790;Fredericka;Kazimir;95
2791;Kerrin;Vary;3
2792;Leia;Thomasina;62
2793;Verla;Pozzy;46
2794;Emmey;Vale;57
2795;Fina;Dreda;20
2796;Keelia;Kendrick;25
2797;Ricky;Bibi;71
2798;Sallie;Mata;100
2799;Gisela;Magdalen;84
2800;Fidelia;Idelia;50
2801;Danny;Karylin;34
2802;Winny;Sisile;57
2803;Amii;Joni;68
2804;Liana;Goth;82
2805;Alia;Eno;71
2806;Caritta;Bettine;23
2807;Britte;Even;97
2808;Loree;Syd;50
2809;Kate;Clywd;3
2810;Tarra;Crudden;96
2811;Tina;Koziara;85
2812;Rozele;Burkle;71
2813;Melanie;Wareing;53
2814;Selia;Cordi;26
2815;Nannie;Sisile;3
2816;Sindee;Chick;47
2817;Leontine;Cristi;37
2818;Norine;Faso;85
2819;Janis;Vins;63
2820;Ada;Lemuela;9
2821;Cristine;Lilybelle;80
2822;Nannie;Louanna;84
2823;Marguerite;Hull;90
2824;Gusty;Wesle;71
2825;Tersina;Cottle;45
2826;Tonia;Brenn;81
2827;Donnie;Estella;85
2828;Di;Mullane;59
2829;Caressa;Smitt;29
2830;Elyssa;Alrich;45
2831;Charmaine;Maples;3
2832;Mary;Ledah;36
2833;Starla;Abernon;82
2834;Dawn;Sparhawk;40
2835;Nanete;Ambrosia;99
2836;Ericka;Salvidor;53
2837;Malina;Ingra;76
2838;Mignon;Faso;50
2839;Lily;Leary;100
2840;Janenna;McClimans;95
2841;Gisela;Harl;44
2842;Gertrud;Nadia;43
2843;Dennie;Olympium;19
2844;Melina;Havens;79
2845;Priscilla;Holbrook;69
2846;Marjie;Wyn;64
2847;Tierney;Korey;67
2848;Aaren;Juan;27
2849;Alleen;Raimondo;21
2850;Phedra;Rustice;84
2851;Nyssa;Gwenore;51
2852;Cissiee;Eugenia;58
2853;Rubie;Bartlett;3
2854;Carmela;Firmin;58
2855;Roseline;Doig;20
2856;Addia;Taam;5
2857;Raina;Nunci;69
2858;Michaelina;Sprage;94
2859;Elmira;Pettiford;90
2860;Lulita;Carbo;25
2861;Dianemarie;Roscoe;92
2862;Demetris;Guthrie;96
2863;Georgetta;Saint;50
2864;Roberta;Carlson;31
2865;Christy;Joseph;63
2866;Flory;Seessel;22
2867;Merry;Edmund;91
